user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username,failed_login_count,successful_login_count,mfa_failure_count,average_iam_risk,maximum_iam_risk,total_iam_events,total_firewall_events,firewall_deny_count,firewall_threat_count,total_bytes_sent,total_bytes_received,total_endpoint_alerts,critical_endpoint_alerts,high_endpoint_alerts,invalid_resolution_alerts,hostname_endpoint_alerts,authentication_risk,network_risk,endpoint_risk,iam_risk_contribution,zero_trust_risk_score,risk_level,zero_trust_action,insider_threat_indicator,signal_failed_login,signal_mfa_failure,signal_high_iam_risk,signal_firewall_deny,signal_firewall_threat,signal_endpoint_alert,signal_critical_endpoint,signal_high_endpoint,signal_extreme_iam_risk,insider_threat_score,insider_risk_level,recommended_action,security_signal_count,threat_confidence,threat_classification,threat_explanation,priority
EMP11199,ikshita.mital60,Ikshita Mital,Human Resources,Manager,,VDR-11199,DEV24201,Left,18/05/2023,2024/03/23,manager166,1.0,3.0,2.0,57.0,96.0,4.0,11.0,0.0,1.0,153709318.0,106647305.0,3.0,0.0,1.0,1.0,3.0,19.0,10.0,14.0,28.5,71.5,HIGH,RESTRICT,0,0,1,0,0,1,1,0,1,1,53.4,MEDIUM,VERIFY,5,HIGH,SUSPICIOUS,2 MFA failures + 1 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 96/100,3
EMP12836,avi.babu51,Avi Babu,Customer Support,Analyst,Remote,VDR-12836,,Active,,,,1.0,3.0,2.0,57.0,95.0,5.0,8.0,0.0,1.0,138812674.0,100031844.0,3.0,0.0,1.0,0.0,3.0,19.0,10.0,14.0,28.5,71.5,HIGH,RESTRICT,0,0,1,0,0,1,1,0,1,1,53.4,MEDIUM,VERIFY,5,HIGH,SUSPICIOUS,2 MFA failures + 1 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 95/100,3
EMP10618,yuvraj.ganesan68,Yuvraj Ganesan,Sales,Engineer,,WS-10618,DEV66369,A,,not available,manager787,2.0,6.0,2.0,51.875,82.0,8.0,9.0,2.0,0.0,95147042.0,113721292.0,3.0,1.0,0.0,0.0,3.0,24.0,6.0,21.0,25.9375,76.94,HIGH,RESTRICT,0,0,1,0,0,0,1,1,0,0,53.38,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 3 endpoint alerts + 1 critical endpoint alerts,3
EMP10142,wishi.balay53,Wishi Balay,Operations,Director,Work From Home,VDR-10142,DEV-16743,Lwp,08/02/2025,,manager206,3.0,2.0,4.0,31.83333333333333,81.0,6.0,11.0,3.0,0.0,84921594.0,159170503.0,3.0,0.0,0.0,0.0,3.0,43.0,9.0,6.0,15.916666666666666,73.92,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,0,53.37,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 3 endpoint alerts,3
EMP11227,omya.mutti75,Omya Mutti,Human Resources,Manager,,VDR-11227,DEV26080,Working,2022/05/27,,manager284,4.0,3.0,4.0,36.85714285714285,100.0,7.0,10.0,1.0,0.0,120035645.0,76762336.0,1.0,0.0,0.0,0.0,1.0,48.0,3.0,2.0,18.428571428571427,71.43,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,53.37,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,4 failed login attempts + 4 MFA failures + 1 endpoint alerts + maximum IAM risk 100/100,3
EMP11953,mitali.bains90,Mitali Bains,IT,Consultant,HEAD OFFICE,WS-11953,DEV 93765,Enabled,,,manager321,2.0,3.0,2.0,41.8,86.0,5.0,13.0,2.0,1.0,60219856.0,295093213.0,3.0,0.0,1.0,0.0,2.0,24.0,16.0,14.0,20.9,74.9,HIGH,RESTRICT,0,0,1,0,0,1,1,0,1,0,53.36,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + 1 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts,3
EMP11316,dalaja.sankar21,Dalaja Sankar,Brand,Manager,Warehouse,VDR-11316,,Blocked,14/03/2025 01:54,2026-01-18T03:53:59,manager659,1.0,4.0,3.0,56.66666666666666,100.0,6.0,11.0,3.0,0.0,201023428.0,218140896.0,4.0,0.0,0.0,1.0,4.0,26.0,9.0,8.0,28.33333333333333,71.33,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.33,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 MFA failures + 4 endpoint alerts + maximum IAM risk 100/100,3
EMP12151,manya.mohanty64,Manya Mohanty,Accounts,Administrator,head office,VDR-12151,DEV-22761,Working,,,manager297,1.0,5.0,5.0,46.66666666666666,100.0,6.0,7.0,1.0,1.0,146165564.0,105886852.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,0.0,23.33333333333333,76.33,HIGH,RESTRICT,0,0,1,0,0,1,0,0,0,1,53.33,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,5 MFA failures + 1 firewall threat events + maximum IAM risk 100/100,3
EMP10388,kamala.kar94,Kamala Kar,IT,Specialist,data center,VDR-10388,DEV 14244,Live,,not available,unknown,1.0,1.0,2.0,56.66666666666666,100.0,3.0,9.0,2.0,2.0,128622515.0,86778073.0,1.0,0.0,0.0,0.0,1.0,19.0,26.0,2.0,28.33333333333333,75.33,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,53.33,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + 2 firewall threat events + 1 endpoint alerts + maximum IAM risk 100/100,3
EMP10753,tanmayi.rai5,Tanmayi Rai,Procurement,Analyst,REMOTE,LPT-10753,DEV24563,Blocked,25/11/2023,,manager402,2.0,3.0,2.0,41.66666666666666,97.0,6.0,11.0,5.0,0.0,95769401.0,131585154.0,4.0,0.0,0.0,1.0,4.0,24.0,15.0,8.0,20.83333333333333,67.83,HIGH,RESTRICT,0,0,1,0,1,0,1,0,0,1,53.33,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + 5 firewall DENY events + 4 endpoint alerts + maximum IAM risk 97/100,3
EMP10809,,Advaith Tiwari,Finance,Consultant,Data Center,WS-10809,DEV38085,Enabled,20/06/2023,,manager421,1.0,4.0,3.0,56.5,100.0,6.0,12.0,3.0,0.0,117910829.0,218518828.0,4.0,0.0,0.0,0.0,4.0,26.0,9.0,8.0,28.25,71.25,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.3,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 MFA failures + 4 endpoint alerts + maximum IAM risk 100/100,3
EMP11711,kai.chatterjee31,Kai Chatterjee,Human Resources,Consultant,remote,WS-11711,DEV 20637,Enabled,05-21-2026 07:29:09 PM,not available,manager510,2.0,1.0,1.0,41.5,91.0,4.0,7.0,2.0,1.0,132701280.0,142976724.0,5.0,0.0,0.0,0.0,4.0,17.0,16.0,10.0,20.75,63.75,HIGH,RESTRICT,0,0,0,0,0,1,1,0,0,1,53.3,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,1 firewall threat events + 5 endpoint alerts + maximum IAM risk 91/100,3
EMP11500,falak.bhattacharyya87,Falak Bhattacharyya,Brand,Executive,regional office,VDR-11500,DEV-26849,Working,27/06/2022,not available,,2.0,6.0,3.0,61.5,100.0,8.0,8.0,1.0,1.0,173519435.0,102457367.0,1.0,0.0,0.0,0.0,1.0,31.0,13.0,2.0,30.75,76.75,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,53.3,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 MFA failures + 1 firewall threat events + 1 endpoint alerts + maximum IAM risk 100/100,3
EMP10623,deepa.bahl95,Deepa Bahl,Customer Support,Engineer,branch office,VDR-10623.CORP.LOCAL,,Active,01/09/2024,,manager847,2.0,6.0,4.0,41.44444444444444,97.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,38.0,0.0,12.0,20.72222222222222,70.72,HIGH,RESTRICT,0,0,1,0,0,0,1,0,1,1,53.29,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,4 MFA failures + 2 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 97/100,3
EMP12405,netra.madan80,Netra Madan,Marketing,Consultant,Branch_Office,VDR-12405,DEV51725,A,02-Jul-2026 15:41:18,,MANAGER204,1.0,4.0,4.0,56.333333333333336,100.0,6.0,8.0,2.0,0.0,62704764.0,51119675.0,3.0,0.0,0.0,0.0,2.0,33.0,6.0,6.0,28.166666666666668,73.17,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.27,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,4 MFA failures + 3 endpoint alerts + maximum IAM risk 100/100,3
EMP12532,advaith.kumar2,Advaith Kumar,Supply Chain,Analyst,,LPT-12532,DEV-55758,A,2025/06/01,not available,,3.0,3.0,3.0,56.333333333333336,81.0,6.0,11.0,6.0,0.0,60110185.0,71791818.0,1.0,0.0,0.0,0.0,1.0,36.0,18.0,2.0,28.166666666666668,84.17,CRITICAL,BLOCK,1,1,1,0,1,0,1,0,0,0,53.27,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 failed login attempts + 3 MFA failures + 6 firewall DENY events + 1 endpoint alerts,3
EMP11757,yashvi.sanghvi32,Yashvi Sanghvi,IT Support,Director,Work_From_Home,VDR-11757,,Left,2026-07-27 22:59:28,11/08/2026 15:10,manager448,1.0,3.0,0.0,46.25,90.0,4.0,9.0,1.0,0.0,71639302.0,219069456.0,6.0,1.0,1.0,0.0,6.0,5.0,3.0,35.0,23.125,66.12,HIGH,RESTRICT,0,0,0,0,0,0,1,1,1,1,53.25,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,6 endpoint alerts + 1 high-severity endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 90/100,3
EMP10816,panini.sachdev98,Panini Sachdev,Supply Chain,Specialist,,VDR-10816.CORP.LOCAL,DEV 62459,Working,2025/09/02,not available,manager514,2.0,7.0,4.0,56.2,94.0,10.0,1.0,0.0,0.0,16.0,36.0,3.0,0.0,0.0,0.0,1.0,38.0,0.0,6.0,28.1,72.1,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.24,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,4 MFA failures + 3 endpoint alerts + maximum IAM risk 94/100,3
EMP12858,devansh.sen33,Devansh Sen,Procurement,Officer,DATA CENTER,LPT-12858,DEV87237,A,2022-09-05 15:39:34,,,1.0,5.0,2.0,81.16666666666667,89.0,6.0,7.0,1.0,0.0,16757824.0,117747243.0,3.0,1.0,0.0,1.0,3.0,19.0,3.0,21.0,40.583333333333336,83.58,CRITICAL,BLOCK,0,0,1,1,0,0,1,1,0,0,53.23,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + average IAM risk 81/100 + 3 endpoint alerts + 1 critical endpoint alerts,3
EMP10180,bhavika.subramanian78,Bhavika Subramanian,Customer Support,Director,Head_Office,WS-10180,DEV 41147,Working,05-28-2020 08:27:24 AM,not available,manager754,0.0,3.0,2.0,51.16666666666666,95.0,6.0,11.0,2.0,3.0,137389770.0,205378987.0,0.0,0.0,0.0,0.0,0.0,14.0,36.0,0.0,25.58333333333333,75.58,HIGH,RESTRICT,0,0,1,0,0,1,0,0,0,1,53.23,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 3 firewall threat events + maximum IAM risk 95/100,3
EMP11206,guneet.lalla74,Guneet Lalla,Legal,Analyst,,VDR-11206.CORP.LOCAL,DEV36025,A,2025-09-06 06:53:35,,manager248,3.0,3.0,4.0,51.125,100.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,4.0,25.5625,72.56,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,53.22,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,3
EMP10736,jackson.cherian13,Jackson Cherian,Research and Development,Specialist,branch office,VDR-10736,DEV18383,D,26-Nov-2020 08:37:44,,,2.0,3.0,2.0,31.0,87.0,5.0,11.0,2.0,2.0,62301018.0,89642965.0,3.0,0.0,0.0,0.0,3.0,24.0,26.0,6.0,15.5,71.5,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,0,53.2,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 2 firewall threat events + 3 endpoint alerts,3
EMP11273,krisha.natarajan39,Krisha Natarajan,Operations,Officer,work from home,VDR-11273,DEV 88085,Active,18/04/2022 15:59,,manager845,3.0,2.0,4.0,56.0,100.0,7.0,7.0,1.0,0.0,81233280.0,149030007.0,1.0,0.0,0.0,0.0,1.0,43.0,3.0,2.0,28.0,76.0,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,53.2,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 failed login attempts + 4 MFA failures + 1 endpoint alerts + maximum IAM risk 100/100,3
EMP11399,rehaan.trivedi61,Rehaan Trivedi,Customer Support,Specialist,Work_From_Home,LPT-11399,DEV-17724,Live,2022-02-22 00:15:37,,manager858,0.0,3.0,1.0,61.0,100.0,3.0,6.0,1.0,1.0,103749345.0,134014143.0,5.0,0.0,1.0,0.0,5.0,7.0,13.0,18.0,30.5,68.5,HIGH,RESTRICT,0,0,0,0,0,1,1,0,1,1,53.2,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,1 firewall threat events + 5 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,3
EMP11398,yauvani_chacko81,Yauvani Chacko,Human Resources,Manager,,LPT-11398,DEV 37221,Exited,2024/03/01,10-Jul-2024 02:35:24,manager731,2.0,5.0,2.0,70.85714285714286,100.0,7.0,10.0,4.0,1.0,97406993.0,216120595.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,0.0,35.42857142857143,81.43,CRITICAL,BLOCK,0,0,1,1,0,1,0,0,0,1,53.17,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + average IAM risk 71/100 + 1 firewall threat events + maximum IAM risk 100/100,3
EMP11261,krishna.nayar56,Krishna Nayar,Customer Support,Consultant,Head Office,WS-11261,DEV 45728,Active,2020-06-01T15:43:34,,manager849,2.0,5.0,2.0,55.85714285714285,100.0,7.0,6.0,2.0,0.0,85222281.0,82739405.0,3.0,0.0,1.0,1.0,1.0,24.0,6.0,14.0,27.928571428571427,71.93,HIGH,RESTRICT,0,0,1,0,0,0,1,0,1,1,53.17,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + 3 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,3
EMP12021,rushil.sura78,Rushil Sura,Customer Support,Administrator,WORK FROM HOME,VDR-12021,DEV-12118,Leave,29/01/2021,,,4.0,2.0,3.0,55.85714285714285,100.0,7.0,9.0,0.0,0.0,118443237.0,246490323.0,2.0,0.0,0.0,0.0,2.0,41.0,0.0,4.0,27.928571428571427,72.93,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,1,53.17,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,4 failed login attempts + 3 MFA failures + 2 endpoint alerts + maximum IAM risk 100/100,3
EMP12623,jalsa.krishna50,Jalsa Krishna,Procurement,Director,warehouse,WS-12623,DEV69754,A,01-Sep-2025 09:01:41,,MANAGER498,3.0,4.0,5.0,40.71428571428572,80.0,7.0,11.0,1.0,0.0,92916303.0,134293460.0,2.0,0.0,0.0,0.0,0.0,50.0,3.0,4.0,20.357142857142858,77.36,HIGH,RESTRICT,1,1,1,0,0,0,1,0,0,0,53.14,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 failed login attempts + 5 MFA failures + 2 endpoint alerts,3
EMP11560,osha.nadig17,Osha Nadig,Operations,Director,REMOTE,VDR-11560,DEV 29034,Active,04-16-2020 08:01:26 AM,,manager918,2.0,5.0,2.0,55.55555555555556,100.0,9.0,8.0,2.0,0.0,84877278.0,30101921.0,5.0,0.0,0.0,0.0,5.0,24.0,6.0,10.0,27.77777777777778,67.78,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.11,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 5 endpoint alerts + maximum IAM risk 100/100,3
EMP10216,nitesh.devi69,Nitesh Devi,IT Support,Manager,data center,LPT-10216,,Active,01-Jul-2026 05:17:18,not available,manager146,2.0,5.0,3.0,55.57142857142857,100.0,7.0,5.0,1.0,0.0,40043675.0,47463267.0,4.0,0.0,0.0,0.0,4.0,31.0,3.0,8.0,27.785714285714285,69.79,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.11,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 MFA failures + 4 endpoint alerts + maximum IAM risk 100/100,3
EMP10913,tanay.bains1,Tanay Bains,Sales,Trainee,Remote,WS-10913,,Active,2022-04-06T11:33:47,,  manager872  ,2.0,3.0,4.0,50.5,77.0,6.0,6.0,2.0,1.0,35196139.0,100661071.0,1.0,0.0,0.0,0.0,1.0,38.0,16.0,2.0,25.25,81.25,CRITICAL,BLOCK,0,0,1,0,0,1,1,0,0,0,53.1,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,4 MFA failures + 1 firewall threat events + 1 endpoint alerts,3
EMP11482,simon.srinivasan98,Simon Srinivasan,Operations,Officer,Warehouse,VDR-11482,DEV61402,Live,06-09-2023 01:53:08 AM,,manager575,0.0,2.0,0.0,45.5,54.0,2.0,12.0,3.0,1.0,163434518.0,156007722.0,4.0,0.0,4.0,0.0,3.0,0.0,19.0,40.0,22.75,81.75,CRITICAL,BLOCK,0,0,0,0,0,1,1,0,1,0,53.1,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,1 firewall threat events + 4 endpoint alerts + 4 high-severity endpoint alerts,3
EMP11504,qabil.sharma49,Qabil Sharma,IT,Manager,,LPT-11504,DEV-50541,Working,2021-04-11 07:24:41,,manager896,1.0,4.0,1.0,80.33333333333333,100.0,6.0,11.0,3.0,1.0,99586076.0,86036052.0,3.0,0.0,0.0,0.0,3.0,12.0,19.0,6.0,40.16666666666666,77.17,HIGH,RESTRICT,0,0,0,1,0,1,1,0,0,1,53.07,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,average IAM risk 80/100 + 1 firewall threat events + 3 endpoint alerts + maximum IAM risk 100/100,3
EMP10531,omkaar.kalita55,Omkaar Kalita,Supply Chain,Consultant,,WS-10531,DEV 99208,Live,09-24-2021 08:30:01 PM,not available,manager902,3.0,0.0,1.0,60.25,100.0,4.0,7.0,2.0,0.0,116066747.0,121546068.0,3.0,0.0,1.0,0.0,3.0,22.0,6.0,14.0,30.125,72.12,HIGH,RESTRICT,1,1,0,0,0,0,1,0,1,1,53.05,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 failed login attempts + 3 endpoint alerts + 1 high-severity endpoint alerts + maximum IAM risk 100/100,3
EMP12521,jackson.sarma53,Jackson Sarma,Brand,Analyst,REMOTE,LPT-12521,DEV14911,Active,06-Oct-2024 12:46:15,not available,manager238,2.0,3.0,2.0,60.2,98.0,5.0,9.0,3.0,0.0,116255263.0,103744453.0,4.0,0.0,0.0,0.0,4.0,24.0,9.0,8.0,30.1,71.1,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,53.04,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 4 endpoint alerts + maximum IAM risk 98/100,3
EMP10805,udarsh.kannan13,Udarsh Kannan,Human Resources,Specialist,BRANCH OFFICE,VDR-10805,DEV 36217,Active,28/12/2022,,MANAGER249,0.0,1.0,0.0,65.0,65.0,1.0,9.0,1.0,1.0,162834257.0,126804340.0,4.0,1.0,1.0,1.0,3.0,0.0,13.0,31.0,32.5,76.5,HIGH,RESTRICT,0,0,0,0,0,1,1,1,1,0,53.0,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,1 firewall threat events + 4 endpoint alerts + 1 high-severity endpoint alerts + 1 critical endpoint alerts,3
EMP11641,chakrika.garde44,Chakrika Garde,Marketing,Executive,Remote,WS-11641,DEV36299,Left,2020-06-24T07:35:18,10-12-2021 11:21:58 PM,unknown,0.0,3.0,1.0,90.0,100.0,3.0,8.0,2.0,0.0,88699060.0,131240519.0,3.0,1.0,0.0,0.0,2.0,7.0,6.0,21.0,45.0,79.0,HIGH,RESTRICT,0,0,0,1,0,0,1,1,0,1,53.0,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,average IAM risk 90/100 + 3 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 100/100,3
EMP10917,abha.chaudhary85,Abha Chaudhary,Finance,Specialist,Head_Office,VDR-10917,DEV96554,Resigned,2022/07/07,04-13-2026 07:11:21 PM,manager666,0.0,1.0,1.0,65.0,65.0,1.0,10.0,2.0,2.0,132132119.0,154227926.0,5.0,0.0,0.0,1.0,4.0,7.0,26.0,10.0,32.5,75.5,HIGH,RESTRICT,0,0,0,0,0,1,1,0,0,0,53.0,MEDIUM,VERIFY,2,MEDIUM,SUSPICIOUS,2 firewall threat events + 5 endpoint alerts,3
EMP10669,mohini.thakkar22,Mohini Thakkar,Procurement,Specialist,data center,LPT-10669,DEV88012,Active,2026-05-23 22:53:59,,,1.0,8.0,6.0,40.0,94.0,11.0,7.0,0.0,1.0,90484934.0,94108591.0,1.0,0.0,0.0,1.0,1.0,47.0,10.0,2.0,20.0,79.0,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,1,53.0,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,6 MFA failures + 1 firewall threat events + 1 endpoint alerts + maximum IAM risk 94/100,3
EMP11006,raksha.khanna85,Raksha Khanna,Operations,Consultant,BRANCH OFFICE,WS-11006,DEV-65799,Working,2023-06-07 05:21:04,not available,unknown,1.0,5.0,1.0,59.85714285714285,100.0,7.0,11.0,2.0,1.0,106276753.0,110363312.0,6.0,0.0,0.0,0.0,6.0,12.0,16.0,12.0,29.928571428571427,69.93,HIGH,RESTRICT,0,0,0,0,0,1,1,0,0,1,52.97,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,1 firewall threat events + 6 endpoint alerts + maximum IAM risk 100/100,3
EMP11736,vanya.desai85,Vanya Desai,Operations,Officer,,LPT-11736,DEV 52036,Enabled,12-13-2022 10:22:07 AM,not available,manager694,1.0,3.0,3.0,34.6,80.0,5.0,6.0,1.0,2.0,62894766.0,49930572.0,3.0,0.0,0.0,0.0,2.0,26.0,23.0,6.0,17.3,72.3,HIGH,RESTRICT,0,0,1,0,0,1,1,0,0,0,52.92,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,3 MFA failures + 2 firewall threat events + 3 endpoint alerts,3
EMP12713,hritik_shukla36,Hritik Shukla,Legal,Manager,data center,WS-12713,,Enabled,1725604884,,manager188,2.0,5.0,4.0,54.57142857142857,100.0,7.0,7.0,3.0,0.0,120156205.0,134960534.0,1.0,0.0,0.0,0.0,1.0,38.0,9.0,2.0,27.285714285714285,76.29,HIGH,RESTRICT,0,0,1,0,0,0,1,0,0,1,52.91,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,4 MFA failures + 1 endpoint alerts + maximum IAM risk 100/100,3
EMP11448,aishani.mandal32,Aishani Mandal,Finance,Officer,Work From Home,WS-11448,DEV 10648,Live,06/12/2022,,manager663,0.0,1.0,1.0,54.5,59.0,2.0,14.0,3.0,2.0,203517710.0,222869497.0,3.0,0.0,1.0,0.0,2.0,7.0,29.0,14.0,27.25,77.25,HIGH,RESTRICT,0,0,0,0,0,1,1,0,1,0,52.9,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts,3
EMP10855,manthan.peri83,Manthan Peri,Finance,Analyst,data center,LPT-10855,DEV-92352,Enabled,23/11/2024 23:27,,manager261,1.0,4.0,2.0,59.42857142857143,100.0,7.0,16.0,3.0,2.0,257510391.0,254051226.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,29.714285714285715,77.71,HIGH,RESTRICT,0,0,1,0,0,1,0,0,0,1,52.89,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,2 MFA failures + 2 firewall threat events + maximum IAM risk 100/100,3
EMP11022,faris.mander25,Faris Mander,Legal,Analyst,head office,WS-11022,,Enabled,28/02/2021 00:43,,manager866,3.0,3.0,2.0,49.333333333333336,77.0,6.0,9.0,3.0,0.0,114361645.0,138509447.0,3.0,0.0,1.0,0.0,3.0,29.0,9.0,14.0,24.666666666666668,76.67,HIGH,RESTRICT,1,1,1,0,0,0,1,0,1,0,52.87,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 failed login attempts + 2 MFA failures + 3 endpoint alerts + 1 high-severity endpoint alerts,3
EMP11042,chaman.memon27,Chaman Memon,Finance,Manager,Branch_Office,,DEV 81938,Disabled,26/09/2021 23:10,2022-05-27 19:32:55,manager578,1.0,7.0,2.0,49.25,100.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,19.0,0.0,23.0,24.625,66.62,HIGH,RESTRICT,0,0,1,0,0,0,1,1,0,1,52.85,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,2 MFA failures + 4 endpoint alerts + 1 critical endpoint alerts + maximum IAM risk 100/100,3
EMP12530,wazir.das67,Wazir Das,Human Resources,Officer,,LPT-12530,DEV 81876,Working,2025/07/18,,manager624,2.0,3.0,1.0,59.2,84.0,5.0,17.0,4.0,1.0,226917688.0,202487545.0,4.0,0.0,0.0,0.0,3.0,17.0,22.0,8.0,29.6,76.6,HIGH,RESTRICT,0,0,0,0,0,1,1,0,0,0,52.84,MEDIUM,VERIFY,2,MEDIUM,SUSPICIOUS,1 firewall threat events + 4 endpoint alerts,3
EMP12602,anmol.solanki37,Anmol Solanki,Human Resources,Manager,Head_Office,VDR-12602,DEV-90276,Active,30/08/2021,not available,manager182,0.0,5.0,1.0,79.14285714285714,100.0,7.0,11.0,2.0,1.0,158035077.0,206302663.0,5.0,0.0,0.0,1.0,5.0,7.0,16.0,10.0,39.57142857142857,72.57,HIGH,RESTRICT,0,0,0,1,0,1,1,0,0,1,52.83,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,average IAM risk 79/100 + 1 firewall threat events + 5 endpoint alerts + maximum IAM risk 100/100,3
EMP11375,ijaya.sachar81,Ijaya Sachar,IT,Engineer,Branch Office,,DEV59310,Left,15/11/2021 04:00,2024-02-17T09:10:31,  manager596  ,5.0,2.0,1.0,39.125,93.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,32.0,0.0,10.0,19.5625,61.56,HIGH,RESTRICT,1,1,0,0,0,0,1,0,0,1,52.82,MEDIUM,VERIFY,3,MEDIUM,SUSPICIOUS,5 failed login attempts + 5 endpoint alerts + maximum IAM risk 93/100,3
EMP12288,vasatika.ravi8,Vasatika Ravi,Operations,Specialist,branch office,WS-12288,DEV69889,Active,05-21-2023 04:21:20 AM,not available,unknown,2.0,2.0,3.0,34.0,55.0,6.0,3.0,0.0,1.0,27060259.0,26676909.0,3.0,0.0,1.0,0.0,3.0,31.0,10.0,14.0,17.0,72.0,HIGH,RESTRICT,0,0,1,0,0,1,1,0,1,0,52.8,MEDIUM,VERIFY,4,HIGH,SUSPICIOUS,3 MFA failures + 1 firewall threat events + 3 endpoint alerts + 1 high-severity endpoint alerts,3
